rank,track_id,lead_genre,matched_genres,matched_tags,final_score,danceability_similarity,danceability_contribution,energy_similarity,energy_contribution,valence_similarity,valence_contribution,tempo_similarity,tempo_contribution,duration_ms_similarity,duration_ms_contribution,key_similarity,key_contribution,mode_similarity,mode_contribution,lead_genre_similarity,lead_genre_contribution,genre_overlap_similarity,genre_overlap_contribution,tag_overlap_similarity,tag_overlap_contribution
16005,dbTkKNWGlhyDaon8,folk,folk,indie,0.06504,0.961627,0.038465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.035832,0.0086,0.05285,0.015326
16006,J2S0nBJ6ST82zGmg,post-hardcore,electronic,electronic,0.065037,0.041627,0.001665,0.0,0.0,0.0,0.0,0.076949,0.002308,0.425648,0.008513,0.691285,0.013826,0.26491,0.002649,0.0,0.0,0.075025,0.018006,0.062312,0.01807
16007,eGcOCtsxNqUQ52K9,house,electronic,dance|electronic,0.065036,0.0,0.0,0.079687,0.002391,0.018413,0.000552,0.247718,0.007432,0.0,0.0,0.024619,0.000492,0.26491,0.002649,0.0,0.0,0.075025,0.018006,0.115564,0.033514
16008,x7TXCTxBtV4vd9xi,indie rock,,indie|alternative,0.06503,0.041627,0.001665,0.0,0.0,0.0,0.0,0.383784,0.011514,0.0,0.0,0.642048,0.012841,0.26491,0.002649,0.0,0.0,0.0,0.0,0.125382,0.036361
16009,8mTDXetYkmiJzKH4,folk,folk,indie,0.065018,0.758373,0.030335,0.0,0.0,0.07492,0.002248,0.195349,0.00586,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.035832,0.0086,0.05285,0.015326
16010,goViqunqjw6ctpb0,alternative rock,alternative rock,alternative,0.065016,0.0,0.0,0.293647,0.008809,0.741587,0.022248,0.0,0.0,0.031852,0.000637,0.0,0.0,0.26491,0.002649,0.0,0.0,0.040162,0.009639,0.072532,0.021034
16011,fWndy8MCPEMUGnLH,post-hardcore,alternative rock,alternative,0.064963,0.58504,0.023402,0.026353,0.000791,0.248253,0.007448,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.040162,0.009639,0.072532,0.021034
16012,pvq3KfR0bdTLhG4m,indie rock,alternative rock,indie,0.064949,0.17496,0.006998,0.986353,0.029591,0.0,0.0,0.0,0.0,0.012718,0.000254,0.024619,0.000492,0.26491,0.002649,0.0,0.0,0.040162,0.009639,0.05285,0.015326
16013,FBqujDGfrNbBmiD0,electronic,electronic,electronic,0.064941,0.721627,0.028865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075025,0.018006,0.062312,0.01807
16014,rgzSsvpaqXMo6yC1,noise rock,,indie,0.064935,0.228293,0.009132,0.0,0.0,0.75492,0.022648,0.216949,0.006508,0.408985,0.00818,0.024619,0.000492,0.26491,0.002649,0.0,0.0,0.0,0.0,0.05285,0.015326
16015,OR7OhBzluFhi7YcM,emo,,alternative,0.064934,0.481627,0.019265,0.0,0.0,0.291747,0.008752,0.0,0.0,0.019652,0.000393,0.642048,0.012841,0.26491,0.002649,0.0,0.0,0.0,0.0,0.072532,0.021034
16016,RqQT6zKgg1drl9Ah,alternative rock,alternative rock,indie,0.064917,0.281627,0.011265,0.0,0.0,0.54508,0.016352,0.0,0.0,0.484285,0.009686,0.0,0.0,0.26491,0.002649,0.0,0.0,0.040162,0.009639,0.05285,0.015326
16017,qWaJj0IItdHXVAHU,emo,,indie,0.06489,0.43496,0.017398,0.0,0.0,0.388253,0.011648,0.0,0.0,0.868848,0.017377,0.024619,0.000492,0.26491,0.002649,0.0,0.0,0.0,0.0,0.05285,0.015326
16018,0xVqeng8rSk1vkzQ,folk,folk,indie,0.064882,0.261627,0.010465,0.0,0.0,0.0,0.0,0.928051,0.027842,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.035832,0.0086,0.05285,0.015326
16019,p7zBe79s3PZbc8KQ,folk,folk|singer-songwriter,indie|singer-songwriter,0.064862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.491685,0.009834,0.0,0.0,0.0,0.0,0.0,0.0,0.100512,0.024123,0.10657,0.030905
16020,7HPfcm1RIZFFBYca,indie pop,,indie,0.064836,0.0,0.0,0.146353,0.004391,0.0,0.0,0.951682,0.02855,0.671385,0.013428,0.024619,0.000492,0.26491,0.002649,0.0,0.0,0.0,0.0,0.05285,0.015326
16021,iCIm3UJpqefbmXDg,lo-fi,,indie,0.064836,0.361627,0.014465,0.0,0.0,0.581587,0.017448,0.498282,0.014948,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.0,0.0,0.05285,0.015326
16022,yGlhIG5m5ucZkDTf,indie pop,folk,indie,0.064827,0.0,0.0,0.333647,0.010009,0.36508,0.010952,0.0,0.0,0.222518,0.00445,0.642048,0.012841,0.26491,0.002649,0.0,0.0,0.035832,0.0086,0.05285,0.015326
16023,bm9pBppuno1kV98g,rap,rap|hip hop,,0.064825,0.591707,0.023668,0.159687,0.004791,0.021587,0.000648,0.0,0.0,0.0,0.0,0.642048,0.012841,0.26491,0.002649,0.0,0.0,0.084283,0.020228,0.0,0.0
16024,nKLfngMCQHQNMYlT,electronic,electronic,electronic|dance,0.064823,0.12504,0.005002,0.260313,0.007809,0.0,0.0,0.0,0.0,0.0,0.0,0.024619,0.000492,0.0,0.0,0.0,0.0,0.075025,0.018006,0.115564,0.033514
16025,lMvSukMMn6MwzFkC,folk,folk|singer-songwriter,singer-songwriter,0.06481,0.0,0.0,0.419687,0.012591,0.0,0.0,0.0,0.0,0.601248,0.012025,0.024619,0.000492,0.0,0.0,0.0,0.0,0.100512,0.024123,0.05372,0.015579
16026,9H71rC1PrA9tQ3c2,electronic,electronic,electronic|alternative,0.064794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384148,0.007683,0.0,0.0,0.0,0.0,0.0,0.0,0.075025,0.018006,0.134844,0.039105
16027,mn6WzFQHYSY4eTrF,folk,folk|singer-songwriter,singer-songwriter,0.064775,0.548293,0.021932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024619,0.000492,0.26491,0.002649,0.0,0.0,0.100512,0.024123,0.05372,0.015579
16028,ASV8lsgrJgmlnBRl,folk,folk,indie,0.06471,0.0,0.0,0.386353,0.011591,0.54508,0.016352,0.0,0.0,0.0,0.0,0.642048,0.012841,0.0,0.0,0.0,0.0,0.035832,0.0086,0.05285,0.015326
16029,FchaDFOUhK5sSrkQ,alternative rock,alternative rock,,0.064706,0.0,0.0,0.753647,0.022609,0.001587,4.8e-05,0.940416,0.028212,0.052852,0.001057,0.024619,0.000492,0.26491,0.002649,0.0,0.0,0.040162,0.009639,0.0,0.0
16030,F1NnZIUSaQR1j3vu,rap,rap,,0.064678,0.918373,0.036735,0.0,0.0,0.121587,0.003648,0.0,0.0,0.491282,0.009826,0.0,0.0,0.26491,0.002649,0.0,0.0,0.049248,0.01182,0.0,0.0
16031,kSgZNTnuhJ3TqS7Z,rap,rap,indie|alternative,0.064656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.691285,0.013826,0.26491,0.002649,0.0,0.0,0.049248,0.01182,0.125382,0.036361
16032,2M3wyNw0Vcvw9oGs,folk,folk,indie,0.064643,0.951707,0.038068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.035832,0.0086,0.05285,0.015326
16033,Gmwvr5O44vZtbrxh,folk,folk|singer-songwriter,singer-songwriter|indie,0.064643,0.0,0.0,0.0,0.0,0.0,0.0,0.232216,0.006966,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.100512,0.024123,0.10657,0.030905
16034,D1hWfFtsViaDJtBg,soul,,80s,0.064642,0.551707,0.022068,0.0,0.0,0.298413,0.008952,0.0,0.0,0.004152,8.3e-05,0.642048,0.012841,0.0,0.0,0.0,0.0,0.0,0.0,0.071373,0.020698
16035,QBpjsjbQaxGAjEYi,electronica,,indie,0.064639,0.461627,0.018465,0.026353,0.000791,0.0,0.0,0.913584,0.027408,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.0,0.0,0.05285,0.015326
16036,HcsWmpvhz5n2Y1lO,folk,folk,indie,0.064631,0.17496,0.006998,0.0,0.0,0.0,0.0,0.719784,0.021594,0.448615,0.008972,0.024619,0.000492,0.26491,0.002649,0.0,0.0,0.035832,0.0086,0.05285,0.015326
16037,Nxr1nuaiJZ9edh3L,rap,rap,,0.064624,0.0,0.0,0.893647,0.026809,0.0,0.0,0.684082,0.020522,0.141185,0.002824,0.0,0.0,0.26491,0.002649,0.0,0.0,0.049248,0.01182,0.0,0.0
16038,xoDLkhIpWMHMRUVG,reggae,,indie,0.064576,0.548293,0.021932,0.03302,0.000991,0.108253,0.003248,0.245282,0.007358,0.653582,0.013072,0.0,0.0,0.26491,0.002649,0.0,0.0,0.0,0.0,0.05285,0.015326
16039,50EdKtHPNZ7pzaYb,electronic,electronic,electronic,0.064573,0.0,0.0,0.0,0.0,0.861587,0.025848,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.075025,0.018006,0.062312,0.01807
16040,xSmgqRs2ltIwu46N,folk,folk|singer-songwriter,indie|singer-songwriter,0.064561,0.17496,0.006998,0.0,0.0,0.0,0.0,0.0,0.0,0.126748,0.002535,0.0,0.0,0.0,0.0,0.0,0.0,0.100512,0.024123,0.10657,0.030905
16041,mEOaOrUZ11Y2xjTy,folk,folk|singer-songwriter,singer-songwriter,0.064549,0.55496,0.022198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.100512,0.024123,0.05372,0.015579
16042,rJpErFCOaUC1hMq6,post-hardcore,,indie,0.064545,0.181627,0.007265,0.0,0.0,0.0,0.0,0.548051,0.016442,0.584285,0.011686,0.691285,0.013826,0.0,0.0,0.0,0.0,0.0,0.0,0.05285,0.015326
16043,oULCJUmsDqvwNPFo,rap,rap,,0.064512,0.0,0.0,0.980313,0.029409,0.10508,0.003152,0.582718,0.017482,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.049248,0.01182,0.0,0.0
16044,XQOxtM6Bv92ThoIM,electronic,electronic,electronic,0.064504,0.0,0.0,0.31302,0.009391,0.061587,0.001848,0.484682,0.01454,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.075025,0.018006,0.062312,0.01807
16045,1LGalu1WtlC0w9ez,rap,rap,,0.064473,0.0,0.0,0.0,0.0,0.608253,0.018248,0.0,0.0,0.945752,0.018915,0.642048,0.012841,0.26491,0.002649,0.0,0.0,0.049248,0.01182,0.0,0.0
16046,i8Mj4u2PEZm0So05,indie rock,,indie,0.064472,0.431707,0.017268,0.006353,0.000191,0.14508,0.004352,0.730549,0.021916,0.138518,0.00277,0.0,0.0,0.26491,0.002649,0.0,0.0,0.0,0.0,0.05285,0.015326
16047,fPTRTrP7VOtIRLGt,electronic,electronic,electronic,0.064465,0.0,0.0,0.879687,0.026391,0.0,0.0,0.050184,0.001506,0.0,0.0,0.024619,0.000492,0.0,0.0,0.0,0.0,0.075025,0.018006,0.062312,0.01807
16048,wyacpus7YAHpGt0T,indie pop,,indie,0.064453,0.28504,0.011402,0.0,0.0,0.81492,0.024448,0.0,0.0,0.531385,0.010628,0.0,0.0,0.26491,0.002649,0.0,0.0,0.0,0.0,0.05285,0.015326
16049,XR6BRUV876yqOxKM,electronic,electronic,electronic,0.064447,0.268293,0.010732,0.073647,0.002209,0.401587,0.012048,0.0,0.0,0.169085,0.003382,0.0,0.0,0.0,0.0,0.0,0.0,0.075025,0.018006,0.062312,0.01807
16050,4bDv64gElqafsmKx,alternative rock,alternative rock,,0.064433,0.24504,0.009802,0.97302,0.029191,0.438413,0.013152,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.040162,0.009639,0.0,0.0
16051,dhARqs2rKmiOKaxu,folk,folk,indie,0.064412,0.0,0.0,0.960313,0.028809,0.0,0.0,0.180949,0.005428,0.155382,0.003108,0.024619,0.000492,0.26491,0.002649,0.0,0.0,0.035832,0.0086,0.05285,0.015326
16052,0dDlJkK8wb32OZEt,indie pop,,indie,0.064404,0.701627,0.028065,0.0,0.0,0.318413,0.009552,0.0,0.0,0.440615,0.008812,0.0,0.0,0.26491,0.002649,0.0,0.0,0.0,0.0,0.05285,0.015326
16053,l0fyp5yMS7EqWqgr,folk,folk,,0.064404,0.678373,0.027135,0.0,0.0,0.0,0.0,0.694816,0.020844,0.258815,0.005176,0.0,0.0,0.26491,0.002649,0.0,0.0,0.035832,0.0086,0.0,0.0
16054,3IFm6yFP6m9y8Nrc,emo,,alternative,0.064399,0.221627,0.008865,0.0,0.0,0.0,0.0,0.0,0.0,0.950518,0.01901,0.642048,0.012841,0.26491,0.002649,0.0,0.0,0.0,0.0,0.072532,0.021034
16055,wPJ7hXEhg98t6bi6,electronic,electronic,electronic,0.064373,0.0,0.0,0.19302,0.005791,0.0,0.0,0.750216,0.022506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075025,0.018006,0.062312,0.01807
16056,MBxYEctkWRQm38cu,electronic,electronic,electronic,0.06436,0.528293,0.021132,0.0,0.0,0.238413,0.007152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075025,0.018006,0.062312,0.01807
16057,PmLMhs4xJhiLTEWw,electronic,electronic,electronic,0.06436,0.528293,0.021132,0.0,0.0,0.238413,0.007152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075025,0.018006,0.062312,0.01807
16058,9WjjUAs9w29WMVv0,lo-fi,,indie,0.064359,0.0,0.0,0.82698,0.024809,0.0,0.0,0.0,0.0,0.436718,0.008734,0.642048,0.012841,0.26491,0.002649,0.0,0.0,0.0,0.0,0.05285,0.015326
16059,sFaQC9YvXw1cObfU,folk,folk,indie,0.064358,0.758373,0.030335,0.0,0.0,0.0,0.0,0.248251,0.007448,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.035832,0.0086,0.05285,0.015326
16060,9emxothc6DRepCCU,rap,rap,indie,0.064342,0.718373,0.028735,0.0,0.0,0.0,0.0,0.193749,0.005812,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.049248,0.01182,0.05285,0.015326
16061,lbXNemHkHfgRG2eg,gothic rock,alternative rock,,0.064339,0.721627,0.028865,0.0,0.0,0.298413,0.008952,0.0,0.0,0.711715,0.014234,0.0,0.0,0.26491,0.002649,0.0,0.0,0.040162,0.009639,0.0,0.0
16062,ddFtvOfPD5BuOyAQ,disco,,80s,0.064302,0.158373,0.006335,0.199687,0.005991,0.0,0.0,0.877816,0.026334,0.222618,0.004452,0.024619,0.000492,0.0,0.0,0.0,0.0,0.0,0.0,0.071373,0.020698
16063,X0JNhHFDnIrtnbns,rap,rap,,0.064291,0.768293,0.030732,0.439687,0.013191,0.0,0.0,0.0,0.0,0.294952,0.005899,0.0,0.0,0.26491,0.002649,0.0,0.0,0.049248,0.01182,0.0,0.0
16064,jd771AcnLGkJcPOc,country,folk,,0.06428,0.628293,0.025132,0.433647,0.013009,0.0,0.0,0.035482,0.001064,0.0,0.0,0.691285,0.013826,0.26491,0.002649,0.0,0.0,0.035832,0.0086,0.0,0.0
16065,r4KFUCcEb24qRiGm,folk,folk,indie,0.064272,0.128293,0.005132,0.66698,0.020009,0.0,0.0,0.0,0.0,0.627815,0.012556,0.0,0.0,0.26491,0.002649,0.0,0.0,0.035832,0.0086,0.05285,0.015326
16066,4VbOUsBymD5ycTSE,electronic,electronic,electronic,0.064267,0.0,0.0,0.939687,0.028191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075025,0.018006,0.062312,0.01807
16067,fVau64tLkXfmkKLr,rap,rap,,0.064261,0.618373,0.024735,0.413647,0.012409,0.421587,0.012648,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.049248,0.01182,0.0,0.0
16068,ioADHbimxvNO9klU,indie rock,,indie,0.064256,0.62504,0.025002,0.226353,0.006791,0.241587,0.007248,0.0,0.0,0.494448,0.009889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05285,0.015326
16069,KFnWDhQZon9coqDZ,folk,folk,,0.064222,0.47496,0.018998,0.05302,0.001591,0.90508,0.027152,0.0,0.0,0.261618,0.005232,0.0,0.0,0.26491,0.002649,0.0,0.0,0.035832,0.0086,0.0,0.0
16070,k3L3TfEqqA5inwfS,rap,rap,,0.064219,0.931707,0.037268,0.0,0.0,0.0,0.0,0.204851,0.006146,0.316785,0.006336,0.0,0.0,0.26491,0.002649,0.0,0.0,0.049248,0.01182,0.0,0.0
16071,G8QARSiuYpqUniEQ,indie rock,,indie,0.064214,0.28504,0.011402,0.840313,0.025209,0.138413,0.004152,0.0,0.0,0.249185,0.004984,0.024619,0.000492,0.26491,0.002649,0.0,0.0,0.0,0.0,0.05285,0.015326
16072,MICkbcuuOGMLqlRI,downtempo,,indie,0.064188,0.62504,0.025002,0.39302,0.011791,0.0,0.0,0.0,0.0,0.578852,0.011577,0.024619,0.000492,0.0,0.0,0.0,0.0,0.0,0.0,0.05285,0.015326
16073,NiegrJxhzgnGJBph,indie pop,,indie,0.064188,0.371707,0.014868,0.880313,0.026409,0.0,0.0,0.0,0.0,0.246815,0.004936,0.0,0.0,0.26491,0.002649,0.0,0.0,0.0,0.0,0.05285,0.015326
16074,DEuZB8T8aSaCDTCb,singer-songwriter,singer-songwriter,singer-songwriter,0.064156,0.0,0.0,0.0,0.0,0.0,0.0,0.518016,0.01554,0.718652,0.014373,0.024619,0.000492,0.26491,0.002649,0.0,0.0,0.06468,0.015523,0.05372,0.015579
16075,mgCXsddyfNIRxihg,rap,rap,,0.064148,0.748293,0.029932,0.20698,0.006209,0.0,0.0,0.0,0.0,0.676885,0.013538,0.0,0.0,0.26491,0.002649,0.0,0.0,0.049248,0.01182,0.0,0.0
16076,Zj6dUNZkvrmFbZtj,electronic,electronic,electronic,0.064134,0.0,0.0,0.84698,0.025409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.075025,0.018006,0.062312,0.01807
16077,qIcyS4cyBHQfRO5T,singer-songwriter,singer-songwriter,singer-songwriter,0.064097,0.34504,0.013802,0.0,0.0,0.01492,0.000448,0.520318,0.01561,0.024285,0.000486,0.0,0.0,0.26491,0.002649,0.0,0.0,0.06468,0.015523,0.05372,0.015579
16078,CBo8h2L93FTccVCN,alternative rock,alternative rock,,0.064092,0.521627,0.020865,0.0,0.0,0.39492,0.011848,0.616616,0.018498,0.162118,0.003242,0.0,0.0,0.0,0.0,0.0,0.0,0.040162,0.009639,0.0,0.0
16079,N9fbdLFJDnahQ0Rm,rap,rap,,0.064092,0.40504,0.016202,0.19302,0.005791,0.0,0.0,0.920984,0.02763,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.049248,0.01182,0.0,0.0
16080,2LIylkbLFse7xHAi,grunge,alternative rock,,0.064089,0.65496,0.026198,0.119687,0.003591,0.28508,0.008552,0.448651,0.01346,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.040162,0.009639,0.0,0.0
16081,8LpPVCWSfRZkXgXs,folk,folk|singer-songwriter,singer-songwriter,0.064075,0.0,0.0,0.0,0.0,0.0,0.0,0.724118,0.021724,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.100512,0.024123,0.05372,0.015579
16082,iUkuEXl5gPKmV74p,pop rock,,indie|alternative,0.064043,0.27496,0.010998,0.066353,0.001991,0.0,0.0,0.0,0.0,0.602182,0.012044,0.0,0.0,0.26491,0.002649,0.0,0.0,0.0,0.0,0.125382,0.036361
16083,SjU1MAtbJdalYaxn,folk,folk,indie,0.064041,0.62504,0.025002,0.0,0.0,0.0,0.0,0.415482,0.012464,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.035832,0.0086,0.05285,0.015326
16084,19UmPj4TAJtr6e9O,blues,folk,indie,0.064036,0.541627,0.021665,0.0,0.0,0.0,0.0,0.428282,0.012848,0.122815,0.002456,0.024619,0.000492,0.26491,0.002649,0.0,0.0,0.035832,0.0086,0.05285,0.015326
16085,b7lLZhszwuSraItZ,folk,folk,indie,0.064019,0.278373,0.011135,0.0,0.0,0.548253,0.016448,0.0,0.0,0.625482,0.01251,0.0,0.0,0.0,0.0,0.0,0.0,0.035832,0.0086,0.05285,0.015326
16086,tBBD0jgTP7amePlD,electronic,electronic,indie|electronic,0.064012,0.0,0.0,0.420313,0.012609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075025,0.018006,0.115162,0.033397
16087,hSMhEoHkNC5kdNNs,electronic,electronic,electronic,0.063993,0.631707,0.025268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.075025,0.018006,0.062312,0.01807
16088,6LU7m8OOyRBE6TgV,electronic,electronic,electronic,0.063977,0.0,0.0,0.913647,0.027409,0.0,0.0,0.0,0.0,0.0,0.0,0.024619,0.000492,0.0,0.0,0.0,0.0,0.075025,0.018006,0.062312,0.01807
16089,jODypCYUOuqLgTJN,folk,folk,indie,0.063973,0.93496,0.037398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.035832,0.0086,0.05285,0.015326
16090,qg3U9v2X86TZuhtg,downtempo,,indie,0.063969,0.66504,0.026602,0.0,0.0,0.308253,0.009248,0.0,0.0,0.507185,0.010144,0.0,0.0,0.26491,0.002649,0.0,0.0,0.0,0.0,0.05285,0.015326
16091,1XaIrCjVYUaGtsVz,dream pop,,indie,0.063964,0.491707,0.019668,0.19302,0.005791,0.0,0.0,0.684349,0.02053,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.0,0.0,0.05285,0.015326
16092,BRRos1nhd0d6OxdO,symphonic metal,folk,,0.063953,0.848293,0.033932,0.193647,0.005809,0.0,0.0,0.256584,0.007698,0.395715,0.007914,0.0,0.0,0.0,0.0,0.0,0.0,0.035832,0.0086,0.0,0.0
16093,ZWcaJtUuOf86TyRr,jazz,,80s,0.063937,0.0,0.0,0.606353,0.018191,0.26508,0.007952,0.118984,0.00357,0.543852,0.010877,0.0,0.0,0.26491,0.002649,0.0,0.0,0.0,0.0,0.071373,0.020698
16094,MSVWktFt8665L6i1,indie pop,,indie,0.06392,0.0,0.0,0.35302,0.010591,0.0,0.0,0.920184,0.027606,0.387385,0.007748,0.0,0.0,0.26491,0.002649,0.0,0.0,0.0,0.0,0.05285,0.015326
16095,NlNIlonlxwCoEAa9,rap,rap,,0.063911,0.99496,0.039798,0.053647,0.001609,0.068253,0.002048,0.287851,0.008636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049248,0.01182,0.0,0.0
16096,c0kK3lTRnUnnnH9q,hip hop,hip hop|rap,,0.063885,0.0,0.0,0.420313,0.012609,0.0,0.0,0.911851,0.027356,0.160018,0.0032,0.024619,0.000492,0.0,0.0,0.0,0.0,0.084283,0.020228,0.0,0.0
16097,68Iv0JNSkiqpCohK,electronic,electronic,electronic,0.063877,0.0,0.0,0.0,0.0,0.838413,0.025152,0.0,0.0,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.075025,0.018006,0.062312,0.01807
16098,aixTNJ6cZpv1Ngx9,electronic,electronic,electronic,0.063868,0.49496,0.019798,0.0,0.0,0.0,0.0,0.0,0.0,0.399715,0.007994,0.0,0.0,0.0,0.0,0.0,0.0,0.075025,0.018006,0.062312,0.01807
16099,72bU4qnbj4E00SYZ,indie pop,,indie,0.063866,0.511707,0.020468,0.280313,0.008409,0.0,0.0,0.384118,0.011524,0.274518,0.00549,0.0,0.0,0.26491,0.002649,0.0,0.0,0.0,0.0,0.05285,0.015326
16100,gXhb23CO8MJTjyiQ,folk,folk,indie,0.06381,0.0,0.0,0.780313,0.023409,0.0,0.0,0.0,0.0,0.0,0.0,0.691285,0.013826,0.26491,0.002649,0.0,0.0,0.035832,0.0086,0.05285,0.015326
16101,MJtwXoTMjNOmkUaq,country,singer-songwriter,singer-songwriter,0.063808,0.15496,0.006198,0.0,0.0,0.0,0.0,0.237882,0.007136,0.836148,0.016723,0.0,0.0,0.26491,0.002649,0.0,0.0,0.06468,0.015523,0.05372,0.015579
16102,Srs1T8LWUazpC1bj,rap,rap|hip hop,dance,0.063774,0.0,0.0,0.326353,0.009791,0.078413,0.002352,0.0,0.0,0.023485,0.00047,0.642048,0.012841,0.26491,0.002649,0.0,0.0,0.084283,0.020228,0.053252,0.015443
16103,aeZI9mSHy1ffvj8u,folk,folk,indie,0.063758,0.0,0.0,0.899687,0.026991,0.0,0.0,0.0,0.0,0.0,0.0,0.642048,0.012841,0.0,0.0,0.0,0.0,0.035832,0.0086,0.05285,0.015326
16104,2v92zXVyBrmPh5qf,punk,,indie,0.063721,0.39496,0.015798,0.0,0.0,0.471747,0.014152,0.0,0.0,0.789785,0.015796,0.0,0.0,0.26491,0.002649,0.0,0.0,0.0,0.0,0.05285,0.015326
16105,PudwsUio7On8V7FM,folk,folk|singer-songwriter,singer-songwriter,0.063717,0.0,0.0,0.0,0.0,0.0,0.0,0.712184,0.021366,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.100512,0.024123,0.05372,0.015579
16106,rWpmZTzcuyxOViiG,emo,,alternative,0.063712,0.331707,0.013268,0.0,0.0,0.0,0.0,0.247384,0.007422,0.966952,0.019339,0.0,0.0,0.26491,0.002649,0.0,0.0,0.0,0.0,0.072532,0.021034
16107,NR2PY8Cc99a46IJF,rap,rap,,0.063686,0.0,0.0,0.90698,0.027209,0.421587,0.012648,0.311984,0.00936,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.049248,0.01182,0.0,0.0
16108,vdud9YHn3LyYnDBa,indie rock,,indie,0.063686,0.53496,0.021398,0.0,0.0,0.0,0.0,0.382384,0.011472,0.0,0.0,0.642048,0.012841,0.26491,0.002649,0.0,0.0,0.0,0.0,0.05285,0.015326
16109,HghxKN1PpmUHQw1D,folk,folk,,0.063684,0.861627,0.034465,0.0,0.0,0.0,0.0,0.167416,0.005022,0.647385,0.012948,0.0,0.0,0.26491,0.002649,0.0,0.0,0.035832,0.0086,0.0,0.0
16110,DyQk5e0PY9tBAklt,folk,folk,indie|alternative,0.063666,0.0,0.0,0.14698,0.004409,0.0,0.0,0.036149,0.001084,0.660615,0.013212,0.0,0.0,0.0,0.0,0.0,0.0,0.035832,0.0086,0.125382,0.036361
16111,tGPIInqlXiyIU1YS,folk,folk|singer-songwriter,singer-songwriter,0.063652,0.0,0.0,0.693647,0.020809,0.0,0.0,0.0,0.0,0.0,0.0,0.024619,0.000492,0.26491,0.002649,0.0,0.0,0.100512,0.024123,0.05372,0.015579
16112,qqmyf5mmWHFHue25,folk,folk|singer-songwriter,indie|singer-songwriter,0.063626,0.21496,0.008598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.100512,0.024123,0.10657,0.030905
16113,VCgDhRYndoXwtOJY,alternative rock,alternative rock,,0.063624,0.611707,0.024468,0.0,0.0,0.348253,0.010448,0.547349,0.01642,0.0,0.0,0.0,0.0,0.26491,0.002649,0.0,0.0,0.040162,0.009639,0.0,0.0
