rank,track_id,lead_genre,matched_genres,matched_tags,final_score,tempo_similarity,tempo_contribution,loudness_similarity,loudness_contribution,key_similarity,key_contribution,mode_similarity,mode_contribution,lead_genre_similarity,lead_genre_contribution,genre_overlap_similarity,genre_overlap_contribution,tag_overlap_similarity,tag_overlap_contribution
1283,TRBEZEL128E079116D,christmas,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1284,TRBFAHF128F42A1F03,experimental,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1285,TRBFBUO128F42A3DED,kent,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1286,TRBFDOH128F933797E,african,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1287,TRBFIAK128E07823AA,emo,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1288,TRBFIHG128F4289CF9,alternative,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1289,TRBFLER128F148C52B,ska,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1290,TRBFLFI128F427F374,one tree hill,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1291,TRBFNZT128F429201E,symphonic metal,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1292,TRBFOEA128F425D2DB,blues,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1293,TRBFUNY128C7196B7D,hip-hop,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1294,TRBFUSW128F92D0357,jazz,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1295,TRBFXVN128E078CF62,ambience,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1296,TRBGGFE128E0785AC0,punk,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1297,TRBGHJG128F428ADB4,alternative rock,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1298,TRBGIZH128F4252D9E,alternative,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1299,TRBGKOU128F148C6C6,blues,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1300,TRBGMOG128F92D75BD,alternative rock,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1301,TRBGMWD12903D0F674,blues,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1302,TRBGNQC128F428A9D1,punk,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1303,TRBGPZX128F4285105,edp,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1304,TRBGRGT12903CC5019,alternative,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1305,TRBGSCR128F92FE2AE,electronic,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1306,TRBGTZD128EF34B6C3,alternative,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1307,TRBGWVI128E0788AE7,indie,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1308,TRBGZKO128F92DB016,indie rock,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1309,TRBHCQS128F4291D02,french,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1310,TRBHCXP128F146D63B,electronic,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1311,TRBHEBY128F148CF2B,90s,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1312,TRBHFBL128F14537D2,alternative,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1313,TRBHGUK128E078E031,electronic,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1314,TRBHNUB12903CC2475,acordes geniales,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1315,TRBHPLS12903CB0FE6,electronic,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1316,TRBHQHN128F148A1B3,grunge,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1317,TRBHSJX128F42BAE98,fav,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1318,TRBHTOR128F428CADE,mathcore,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1319,TRBIAVP12903CEDA19,blues rock,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1320,TRBIGRZ128E0792329,1995,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1321,TRBIJYB128F14AE326,christian rock,rock,rock,0.117035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135,0.059145,0.176887,0.05789
1322,TRADXEB12903CEAC5B,italian,,italian,0.108583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265166,0.096424,0.0,0.0,0.037154,0.012159
1323,TRAJIIR128F149AE01,italian,,italian,0.108583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265166,0.096424,0.0,0.0,0.037154,0.012159
1324,TRBFAON128F9313C62,italian,,italian,0.108583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265166,0.096424,0.0,0.0,0.037154,0.012159
1325,TRBFBQG128F9313C6D,italian,,italian,0.108583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265166,0.096424,0.0,0.0,0.037154,0.012159
1326,TRBGMHU128EF356CB8,italian,,italian,0.108583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265166,0.096424,0.0,0.0,0.037154,0.012159
1327,TRBGPXH128F428C912,italian,,italian,0.108583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265166,0.096424,0.0,0.0,0.037154,0.012159
1328,TRABJIX128C7196953,soul,pop,pop|singer-songwriter,0.105988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.179612,0.058782
1329,TRABWJA128F1460CFC,becky baeling,pop,pop|singer-songwriter,0.105988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.179612,0.058782
1330,TRACLRS12903CE9386,country,pop,pop|singer-songwriter,0.105988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.179612,0.058782
1331,TRADBSW128F933A7A8,shakira,pop,pop|singer-songwriter,0.105988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.179612,0.058782
1332,TRADFCO12903CA9439,beyonce,pop,pop|singer-songwriter,0.105988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.179612,0.058782
1333,TRAEASY128F148247C,french,pop,pop|singer-songwriter,0.105988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.179612,0.058782
1334,TRAEGBE128F4284973,hip-hop,pop,pop|singer-songwriter,0.105988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.179612,0.058782
1335,TRAELRO128F92DD2F1,female vocalists,pop,pop|singer-songwriter,0.105988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.179612,0.058782
1336,TRAGJQL128E078E840,country,pop,pop|singer-songwriter,0.105988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.179612,0.058782
1337,TRAIQNE128F423851B,soul,pop,singer-songwriter|pop,0.105988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.179612,0.058782
1338,TRAISYO128E07888A6,rnb,pop,pop|singer-songwriter,0.105988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.179612,0.058782
1339,TRAJSRH128F425DDC7,spanish,pop,pop|singer-songwriter,0.105988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.179612,0.058782
1340,TRALIEV128F92DE23C,country,pop,pop|singer-songwriter,0.105988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.179612,0.058782
1341,TRANHYE128F92DE232,country,pop,singer-songwriter|pop,0.105988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.179612,0.058782
1342,TRANVZT128F42AE134,country,pop,pop|singer-songwriter,0.105988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.179612,0.058782
1343,TRAPFIP128F42AC31E,soul,pop,singer-songwriter|pop,0.105988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.179612,0.058782
1344,TRAPHDI128F92F5EA1,mpb,pop,pop|singer-songwriter,0.105988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.179612,0.058782
1345,TRAQKPR128F427DDF8,chanson francaise,pop,singer-songwriter|pop,0.105988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.179612,0.058782
1346,TRAREDZ12903CFB6E3,handclaps,pop,pop|singer-songwriter,0.105988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.179612,0.058782
1347,TRASHSN12903CA9E34,soul,pop,pop|singer-songwriter,0.105988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.179612,0.058782
1348,TRAVPYY128F92CEBAB,christian,pop,singer-songwriter|pop,0.105988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.179612,0.058782
1349,TRAYYIN12903CAD8C6,hip-hop,pop,pop|singer-songwriter,0.105988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.179612,0.058782
1350,TRAZLLR128F42A8DCC,soul,pop,pop|singer-songwriter,0.105988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.179612,0.058782
1351,TRBAHEH128F9327D39,reggae,pop,pop|singer-songwriter,0.105988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.179612,0.058782
1352,TRBBANU128F422B87B,soul,pop,pop|singer-songwriter,0.105988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.179612,0.058782
1353,TRBDNGV128EF3431B5,soul,pop,singer-songwriter|pop,0.105988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.179612,0.058782
1354,TRBECNW128F426BE82,mariah carey,pop,pop|singer-songwriter,0.105988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.179612,0.058782
1355,TRBFKHT128F427215E,female vocalists,pop,pop|singer-songwriter,0.105988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.179612,0.058782
1356,TRBGJDW128F4292EDB,rnb,pop,pop|singer-songwriter,0.105988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.179612,0.058782
1357,TRAMDQE128F1458F98,post-punk,new wave|80s,new wave|80s|singer-songwriter,0.102862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147612,0.045626,0.174887,0.057236
1358,TRABUYT128F93069C8,sludge,hard rock|progressive rock,hard rock|progressive rock,0.096416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157639,0.048725,0.145724,0.047691
1359,TRAADQX128F422B4CF,lo-fi,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1360,TRAAPVV128F425D64C,rnb,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1361,TRAAXMX128F9307699,house,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1362,TRAAZIE128F427961E,best songs of the 80s,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1363,TRABJIA128F14B189F,bulgarian,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1364,TRABKUJ128F4292445,latin,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1365,TRABOOL128F426E836,celtic,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1366,TRABOXX128F92F29EB,electronic,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1367,TRABPGO128F931B50C,eurovision song contest,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1368,TRABUDI128F92D0C8C,soul,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1369,TRABUSZ128F4257BAB,reggae,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1370,TRACAYI128F4235122,finnish,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1371,TRACTLX128F42A51F6,reggae,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1372,TRACZJA128F429E665,dance,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1373,TRADABC128F4274FCC,spanish-pop,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1374,TRADHYQ128F427095F,greek,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1375,TRADTOV12903CA9E74,entrancing,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1376,TRADWYF128F421FA69,dancehall,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1377,TRAEBSY128E07873C0,hip-hop,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1378,TRAEBXE128F933B4F5,rnb,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1379,TRAEFOU128F932105B,laid back,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1380,TRAEJFN128F4291C10,perlen deutschsprachiger popmusik,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1381,TRAEOUM128F42915ED,deutsch,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1382,TRAEZFJ128F422A5C0,dance,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1383,TRAFDFA128F932C065,hip hop,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1384,TRAFNAH128F42A400D,ebm,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1385,TRAFOTS128F42255A6,jamiroquai,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1386,TRAFYGO128F42727E7,rnb,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1387,TRAGJQZ128F9302ADA,akon,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1388,TRAGKFX128F9308791,country,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1389,TRAGLFE128F428566B,chanson francaise,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1390,TRAGLSU128F145FFB2,hip hop,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1391,TRAHEEY128F9335ECD,hip-hop,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1392,TRAHORF12903CDA9FB,dreamy,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1393,TRAIISE128F42AE299,christian,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1394,TRAIUUS128F4214452,1989,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1395,TRAIYYA128F92E5A59,balada,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1396,TRAIYZW128F9330F7D,hip hop,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1397,TRAIZRI128F1466316,catchy beat,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1398,TRAJFHV128F4274FC0,slow and sad,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1399,TRAJKMI128F4281107,dance,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1400,TRAJQBF128F423C324,80,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1401,TRAJSQA128F4263330,french,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1402,TRAJVHI128F930EFAF,rnb,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1403,TRAJXQL128F428CAF0,dance,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1404,TRAJZLM128F427CEB7,hip-hop,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1405,TRAKCAE128F92DACD8,chanson,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1406,TRAKKOH128F42AF40E,latin,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1407,TRAKLQJ128F42607F9,dance,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1408,TRAKMUO128F4215890,romantic,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1409,TRAKOMW128F428A81A,chinese,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1410,TRAKORW128F1484DF0,female vocalists,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1411,TRAKRXN128F42670BE,christian,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1412,TRAKYRW128F425979E,soul,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1413,TRALFLH128F148AE6B,90s,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1414,TRALLFD128EF34A8B9,greek,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1415,TRALXEX128F425D50E,c-pop,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1416,TRAMEEO128F1462296,hip hop,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1417,TRAMESI128F93509F7,christian pop,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1418,TRAMFJR128F92C1DB1,rnb,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1419,TRAMMAF128F93051B0,dance,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1420,TRAMNJB128F92EFDC7,finnish,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1421,TRAMVOM128F42ACB16,electronic,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1422,TRAMYHK128F9348112,estar junto a ti,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1423,TRANHRS128F426B925,90s,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1424,TRANIBF12903CFA420,4 stars,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1425,TRANJWP128F428560C,estopa,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1426,TRANKKB128EF34A897,greek,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1427,TRANTEO128F429B51B,alternative,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1428,TRANZIC128F931CE6D,club,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
1429,TRANZRO128F4278401,classic country,pop,pop,0.09341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152724,0.047206,0.14118,0.046204
